row_index,organization_original,standardized_org,similarity_score
22596,"Sorell, Lenna & Schmidt LLP","Sorell, Lenna & Schmidt, LLP",100.0
22607,"FIG. 1 Patents, PLLC",FIG. 1 Patents,100.0
22612,"Morgan, Lewis & Bockius, LLP","Morgan, Lewis & Bockius LLP",100.0
22614,"KILPATRICK TOWNSEND & STOCKTON, LLP",Kilpatrick Townsend & Stockton LLP,100.0
22616,Birch Stewart Kolasch and Birch,"Birch, Stewart, Kolasch & Birch, LLP",100.0
22623,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
22635,"Fish & Richardson, PC",Fish & Richardson P.C.,100.0
22636,"Neal, Gerber & Eisenberg, LLP","Neal, Gerber & Eisenberg LLP",100.0
22640,"Calfee, Halter & Griswold, LLP","Calfee, Halter & Griswold LLP",100.0
22644,"Rossi, Kimms & McDowell LLP","ROSSI, KIMMS & McDOWELL LLP",100.0
22659,Fish & Richardson PC,Fish & Richardson P.C.,100.0
22660,Cantor Colburn,CANTOR COLBURN LLP,100.0
22667,Merchant & Gould,Merchant & Gould P.C.,100.0
22687,"Morse, Barnes- Brown & Pendleton, P.C.","Morse, Barnes-Brown & Pendleton, P.C.",98.18181818181819
22698,"FIG. 1 Patents, PLLC",FIG. 1 Patents,100.0
22709,Patterson + Sheridan,"Patterson + Sheridan, LLP",100.0
22714,Troutman Sanders LLP,Troutman Pepper Hamilton Sanders LLP,100.0
22716,Condo Roccia & Koptiw LLP,Condo Roccia Koptiw LLP,100.0
22721,Downs Rachlin Martin,Downs Rachlin Martin PLLC,100.0
22724,"Shook, Hardy and Bacon LLP","Shook, Hardy & Bacon L.L.P.",100.0
22729,"Finnegan Henderson Farabow Garrett & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
22735,"Wilmer, Cutler, Pickering, Hale and Dorr LLP c/o Asher S. McGuffin",Wilmer Cutler Pickering Hale and Dorr LLP,100.0
22763,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
22764,"Knobbe. Martens, Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
22765,"Finnegan Henderson Farabow Garrett & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
22783,"Lorenz & Kopf, LLP",Lorenz & Kopf LLP,100.0
22791,"Alston & Bird, LLP",Alston & Bird LLP,100.0
22797,"Foley & Lardner, LLP",Foley & Lardner LLP,100.0
22803,Morse Barnes-Brown Pendleton,"Morse, Barnes-Brown & Pendleton, P.C.",100.0
22810,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
22811,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
22813,"Wolf, Greenfield & Sacks","Wolf, Greenfield & Sacks, P.C.",100.0
22823,"Finnigan Henderson Farabow Garrett & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",97.5609756097561
22824,Moore and Van Allen PLLC,Moore & Van Allen PLLC,100.0
22829,"Frost Brown Todd, LLC",Frost Brown Todd LLP,100.0
22852,Wood Phillips,"Wood, Phillips, Katz, Clark & Mortimer",100.0
22853,"Finnegan, Henderson, Farabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
22862,"Kowert, Hood, Munyon, Rankin & Goetzel","Kowert, Hood, Munyon, Rankin & Goetzel, P.C.",100.0
22863,Norton Rose Fulbright,NORTON ROSE FULBRIGHT US LLP,100.0
22865,"Gardner, Linn, Burkhart & Ondersma, LLP","Gardner, Linn, Burkhart & Ondersma LLP",100.0
22871,Klarquist Sparkman LLP,"Klarquist Sparkman, LLP",100.0
22885,"Slater & Matsil, L.L.P.","Slater Matsil, LLP",100.0
22890,Volpe & Koenig P.C.,Volpe Koenig,100.0
22900,Keller Jolley Preece IP,Keller Preece PLLC,100.0
22907,"Mintz, Levin, Cohn, Ferris, Glovsky And Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
22919,"Dinsmore & Shohl, LLP",Dinsmore & Shohl LLP,100.0
22926,Alston & Bird LLP One Atlantic Center,Alston & Bird LLP,100.0
22944,"Oblon, McClelland, Maier & Neustadt, LLP","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
22948,"Duane Morris, LLP",Duane Morris LLP,100.0
22953,Greenberg Traurig LLP,"Greenberg Traurig, LLP",100.0
22954,Studebaker & Brackett,Studebaker & Brackett PC,100.0
22962,"Birch, Steward, Kolasch and Birch, LLP","Birch, Stewart, Kolasch & Birch, LLP",95.23809523809524
22979,Knobbe Martens,"Knobbe, Martens, Olson & Bear, LLP",100.0
22983,"Barnes & Thornburg, LLP",Barnes & Thornburg LLP,100.0
22988,"Ballard Spahr, LLP",Ballard Spahr LLP,100.0
22989,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
22995,"Ballard Spahr Andrews & Ingersoll, LLP",Ballard Spahr LLP,100.0
23001,"Carter, DeLuca, Farrell & Schmidt, LLP","Carter, DeLuca & Farrell LLP",100.0
23012,"Norton Rose Fulbright Canada, LLP",Norton Rose Fulbright Canada LLP,100.0
23024,"Wilson, Sonsini, Goodrich and Rosati",Wilson Sonsini Goodrich & Rosati,100.0
23030,Pearl Cohen Zedek Latzer Baratz LLP,PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
23032,"Banner and Witcoff, Ltd.","Banner & Witcoff, Ltd.",100.0
23055,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
23062,Osha Bergman Watanabe & Burton,Osha Bergman Watanabe & Burton LLP,100.0
23063,"Lerner, David, Littenberg, Krumholz & Mentlik, LLP",Lerner David LLP,100.0
23067,Alston & Bird,Alston & Bird LLP,100.0
23071,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
23073,Norton Rose Fulbright 98 San Jacinto Blvd,NORTON ROSE FULBRIGHT US LLP,93.33333333333333
23087,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
23089,Birch Stewart Kolasch and Birch LLP,"Birch, Stewart, Kolasch & Birch, LLP",100.0
23097,Eschweiler & Potashnik,"Eschweiler & Potashnik, LLC",100.0
23099,Leydig Voit and Mayer Ltd,"Leydig, Voit & Mayer, Ltd.",100.0
23114,"Fay, Kaplun and Marcin LLP","Fay Kaplun & Marcin, LLP",100.0
23117,"Holland & Hart, LLP",Holland & Hart LLP,100.0
23125,Kilpatrick Townsend,Kilpatrick Townsend & Stockton LLP,100.0
23128,Pearl Cohen Zedek Latzer Baratz LLP,PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
23129,"Knobbe, Martens, Olson & Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
23147,"Schwegman, Lundberg & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
23150,McAndrews Held and Malloy LTD,"McAndrews, Held & Malloy, Ltd.",100.0
23167,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
23179,Lerner David Littenberg Krumholz and Mentlik,Lerner David LLP,100.0
23180,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
23183,"Lucas & Mercanti, LLP","LUCAS & MERCANTI, LLP",100.0
23184,"CROWE & DUNLEVY, P.C.",Crowe & Dunlevy LLC,100.0
23192,Lowenstein Sandler,Lowenstein Sandler LLP,100.0
23201,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
23202,Lee & Hayes,"Lee & Hayes, P.C.",100.0
23214,"Wilson, Sonsini, Goodrich & Rosati",Wilson Sonsini Goodrich & Rosati,100.0
23216,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
23234,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
23243,Heslin Rothenberg Farley and Mesiti PC,Heslin Rothenberg Farley & Mesiti P.C.,100.0
23248,"Morgan, Lewis & Bockius","Morgan, Lewis & Bockius LLP",100.0
23251,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
23258,Kirton & McConkie,Kirton McConkie,100.0
23259,Merchant & Gould,Merchant & Gould P.C.,100.0
23264,Norton Rose Fulbright,NORTON ROSE FULBRIGHT US LLP,100.0
23265,Brooks Kushman PC,Brooks Kushman P.C.,100.0
23274,"Sterne Kessler Goldstein & Fox, PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
23277,"Mintz, Levin, Cohn, Ferris, Glovsky And Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
23296,"Shook, Hardy & Bacon, LLP","Shook, Hardy & Bacon L.L.P.",100.0
23317,"Finnegan, Henderson","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
23320,"Finnegan, Henderson, Farabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
23323,Slater Matsil LLP,"Slater Matsil, LLP",100.0
23324,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
23326,Morgan Lewis & Bockius LLP,"Morgan, Lewis & Bockius LLP",100.0
23352,"Dickinson Wright, PLLC",Dickinson Wright PLLC,100.0
23367,Shook Hardy & Bacon LLP,"Shook, Hardy & Bacon L.L.P.",100.0
23374,"Sheppard, Mullin, Richter & Hampton LLP,",Sheppard Mullin Richter & Hampton LLP,100.0
23386,"Harness, Dickey and Pierce","Harness, Dickey & Pierce, P.L.C.",100.0
23392,Renner Otto Boisselle & Sklar,"Renner, Otto, Boisselle & Sklar, LLP",100.0
23396,Fletcher Yoder,"Fletcher Yoder, P.C.",100.0
23401,"Schmeiser, Olsen & Watts, LLP","Schmeiser, Olsen & Watts LLP",100.0
23404,Maschoff Brennan Law,Maschoff Brennan,100.0
23420,Eckert Seamans Cherin & Mellott LLC,"Eckert Seamans Cherin & Mellott, LLC",100.0
23426,Withrow & Terranova,"Withrow & Terranova, PLLC",100.0
23427,"CR MILES, P.C.",CR MILES P.C.,100.0
23429,Pepper Hamilton LLP,Troutman Pepper Hamilton Sanders LLP,100.0
23442,"Millen White Zelano and Branigan, PC","Millen, White, Zelano & Branigan P.C.",100.0
23443,Greenblum & Bernstein PLC,"GREENBLUM & BERNSTEIN, P.L.C.",100.0
23444,"Wenderoth Lind and Ponack, LLP","Wenderoth, Lind & Ponack, L.L.P.",100.0
23448,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
23451,"Ballard Spahr, LLP",Ballard Spahr LLP,100.0
23457,"DLA Piper US, LLP",DLA Piper LLP (US),100.0
23466,Thompson Hine LLP Thompson Hine,Thompson Hine LLP,100.0
23471,"Banner & Witcoff, Ltd","Banner & Witcoff, Ltd.",100.0
23475,Holland & Hart,Holland & Hart LLP,100.0
23485,"Pepper Hamilton, LLP",Troutman Pepper Hamilton Sanders LLP,100.0
23491,"Nicholson, De Vos, Webster & Elliot, LLP",NICHOLSON DE VOS WEBSTER & ELLIOTT LLP,98.41269841269842
23506,Kilpatrick Townsend & Stockton,Kilpatrick Townsend & Stockton LLP,100.0
23507,"Morgan, Lewis & Bockius","Morgan, Lewis & Bockius LLP",100.0
23510,KIlpatrick Townsend and Stockton,Kilpatrick Townsend & Stockton LLP,100.0
23520,Jackson Walker LLP,Jackson Walker L.L.P.,100.0
23525,"Sheppard, Mullin, Richter &,Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
23533,"Buchanan, Ingersoll & Rooney PLC",Buchanan Ingersoll & Rooney PC,100.0
23539,"Myers Bigel Sibley and Sajovec, PA","Myers Bigel, P.A.",100.0
23553,Wood Phillips,"Wood, Phillips, Katz, Clark & Mortimer",100.0
23556,"Vorys, Sater, Seymour and Pease, LLP","Vorys, Sater, Seymour and Pease LLP",100.0
23557,Andrews Kurth LLP,Hunton Andrews Kurth LLP,100.0
23558,"Harness, Dickey & Pierce","Harness, Dickey & Pierce, P.L.C.",100.0
23565,DLA Piper LLP,DLA Piper LLP (US),100.0
23570,"Schmeiser, Olsen & Watts, LLP","Schmeiser, Olsen & Watts LLP",100.0
23578,Lerner David Littenberg Krumholz & Mentlik LLP,Lerner David LLP,100.0
23586,"Mintz, Levin, Cohn, Ferris Glovsky and Popeo","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
23592,"Burns & Levinson, LLP",Burns & Levinson LLP,100.0
23597,"Dorsey & Whitney, LLP",Dorsey & Whitney LLP,100.0
23599,"Wilson, Sonsini, Goodrich & Rosati",Wilson Sonsini Goodrich & Rosati,100.0
23601,McDermott Will & Emery LLP 200 Clarendon Street,McDermott Will & Emery LLP,100.0
23606,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
23607,"Millen White Zelano and Branigan, PC","Millen, White, Zelano & Branigan P.C.",100.0
23622,Crowell & Moring,Crowell & Moring LLP,100.0
23626,Withrow and Terranova,"Withrow & Terranova, PLLC",100.0
23644,"Wilson, Sonsini, Goodrich & Rosati",Wilson Sonsini Goodrich & Rosati,100.0
23645,"Cantor Colburn, LLP",CANTOR COLBURN LLP,100.0
23677,BENOIT & COTE Inc.,Benoit & Cote Inc.,100.0
23679,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
23682,Squire Patton Boggs,SQUIRE PATTON BOGGS (US) LLP,100.0
23688,"Schwegman, Lundberg & Woessner. P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
23704,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
23706,"Van Pelt, Yi and James LLP","Van Pelt, Yi & James LLP",100.0
23721,"Shook, Hardy & Bacon","Shook, Hardy & Bacon L.L.P.",100.0
23725,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
23731,"Banner & Witcoff, LTD","Banner & Witcoff, Ltd.",100.0
23733,Pepper Hamilton LLP,Troutman Pepper Hamilton Sanders LLP,100.0
23736,"Shackelford, Bowen, Mckinley & Norton, LLP","Shackelford, McKinley & Norton, LLP",100.0
23738,Mintz Levin Cohn Ferris Glovsky and Popeo PC,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
23741,"Banner & Witcoff, Ltd","Banner & Witcoff, Ltd.",100.0
23758,Morgan Lewis & Bockius,"Morgan, Lewis & Bockius LLP",100.0
23772,Conley Rose PC,"Conley Rose, P.C.",100.0
23800,"Sterne, Kessler, Goldstein & Fox PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
23830,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
23832,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
23845,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
23850,Pepper Hamilton LLP,Troutman Pepper Hamilton Sanders LLP,100.0
23868,"Patterson & Sheridan, LLP","Patterson + Sheridan, LLP",100.0
23869,"Withrow & Terranova, P.L.L.C.","Withrow & Terranova, PLLC",100.0
23876,Wood Phillips Katz Clark and Mortimer,"Wood, Phillips, Katz, Clark & Mortimer",100.0
23877,Kusner & Jaffe Paragon Center II,KUSNER & JAFFE,100.0
23908,"Osha, Bergman, Watanabe & Burton LLP",Osha Bergman Watanabe & Burton LLP,100.0
23910,Arent Fox LLP,ArentFox Schiff LLP,100.0
23929,Baker Botts LLP,Baker Botts L.L.P.,100.0
23934,"Greenblum and Bernstein, P.L.C.","GREENBLUM & BERNSTEIN, P.L.C.",100.0
23939,Crowe & Dunlevy,Crowe & Dunlevy LLC,100.0
23949,"Patterson & Sheridan, LLP","Patterson + Sheridan, LLP",100.0
23954,"Morgan, Lewis & Bockius","Morgan, Lewis & Bockius LLP",100.0
23957,"Oblon, McClelland, Maier & Neustadt, L.L.P","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
23964,"Burns & Levinson, LLP",Burns & Levinson LLP,100.0
23968,"Myers Bigel Sibley and Sajovec, PA","Myers Bigel, P.A.",100.0
23972,"Foley and Lardner, LLP",Foley & Lardner LLP,100.0
23973,Dority & Manning,"Dority & Manning, P.A.",100.0
23979,"Schwabe, Williamson & Wyatt","Schwabe, Williamson & Wyatt, P.C.",100.0
23982,"Mintz, Levin, Cohn, Ferris, Glovsky And Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
23987,Foley & Lardner,Foley & Lardner LLP,100.0
23989,"James T. Moore, Esq. Buchanan Ingersoll and Rooney, PC",Buchanan Ingersoll & Rooney PC,100.0
23996,Young Basile Hanlon MacFarlane P.C.,"Young Basile Hanlon & MacFarlane, P.C.",100.0
23998,Calfee Halter & Griswold LLP,"Calfee, Halter & Griswold LLP",100.0
24000,"Maginot, Moore & Beck, LLP","Maginot, Moore & Beck LLP",100.0
24001,Dority and Manning PA,"Dority & Manning, P.A.",100.0
24002,Dority & Manning PA,"Dority & Manning, P.A.",100.0
24010,Squire Patton Bogg (US) LLP,SQUIRE PATTON BOGGS (US) LLP,97.67441860465117
24012,Knobbe Martens Olson & Bear LLC,"Knobbe, Martens, Olson & Bear, LLP",100.0
24013,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
24014,Hoffman Warnick,Hoffman Warnick LLC,100.0
24023,"Ryan, Mason & Lewis LLP","Ryan, Mason & Lewis, LLP",100.0
24025,Nixon Peabody LLP,NIXON PEABODY LLP,100.0
24046,"Volpe and Koenig, P.C.",Volpe Koenig,100.0
24060,Wilson Sonsini Goodrick & Rosati,Wilson Sonsini Goodrich & Rosati,96.66666666666667
24064,"Mori & Ward, LLP","MORI & WARD, LLP",100.0
24069,"Baker Botts, L.L.P.",Baker Botts L.L.P.,100.0
24077,McDermott Will and Emery,McDermott Will & Emery LLP,100.0
24079,"Studebaker & Brackett, PLLC",Studebaker & Brackett PC,100.0
24083,Mintz Levin Cohn Ferris Glovsky and Popeo PC,"Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
24085,"KILPATRICK TOWNSEND & STOCKTON, LLP",Kilpatrick Townsend & Stockton LLP,100.0
24086,"Klarquist Sparkman, LLp","Klarquist Sparkman, LLP",100.0
24094,"Brownstein Hyatt Farber Schreck , LLP","Brownstein Hyatt Farber Schreck, LLP",100.0
24097,Wilson Sonsini Goodrich and Rosati,Wilson Sonsini Goodrich & Rosati,100.0
24132,"Finnegan, Henderson, Farabow, Garret & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",98.76543209876543
24138,"Frost Brown Todd, LLC",Frost Brown Todd LLP,100.0
24139,"Patterson & Sheridan, LLP","Patterson + Sheridan, LLP",100.0
24146,"Knobbe Martens Olson and Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
24160,Wood Phillips,"Wood, Phillips, Katz, Clark & Mortimer",100.0
24180,"Sterne, Kessler, Goldstein & Fox PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
24181,"Millen White Zelano and Branigan, PC","Millen, White, Zelano & Branigan P.C.",100.0
24184,Baker Botts LLP,Baker Botts L.L.P.,100.0
24188,Foley & Lardner,Foley & Lardner LLP,100.0
24190,Eversheds Sutherland LLP,Eversheds Sutherland (US) LLP,100.0
24192,"LEE & HAYES, PLLC","Lee & Hayes, P.C.",100.0
24195,"Squire Patton, Boggs LLP",SQUIRE PATTON BOGGS (US) LLP,100.0
24197,Kilpatrick Townsend,Kilpatrick Townsend & Stockton LLP,100.0
24199,Foley Hoag,Foley Hoag LLP,100.0
24202,Crowe & Dunlevy,Crowe & Dunlevy LLC,100.0
24203,"Fish & Richardson, P.C.",Fish & Richardson P.C.,100.0
24207,Brooks Cameron & Huebsch PLLC,"Brooks, Cameron & Huebsch, PLLC",100.0
24215,Leydig Voit and Mayer LTD,"Leydig, Voit & Mayer, Ltd.",100.0
24226,Knobbe Martens Olson & Bear,"Knobbe, Martens, Olson & Bear, LLP",100.0
24244,Sheridan Ross PC,Sheridan Ross P.C.,100.0
24248,"Frost Brown Todd, LLC 3300 Great American Tower",Frost Brown Todd LLP,100.0
24265,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
24266,Baker Botts LLP,Baker Botts L.L.P.,100.0
24267,Shook Hardy & Bacon,"Shook, Hardy & Bacon L.L.P.",100.0
24270,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
24273,Kramer Levin,Kramer Levin Naftalis & Frankel LLP,100.0
24275,Baker & Hostetler LLP,BakerHostetler,100.0
24276,"Emerson Thomson Bennett, LLC Quanta BioDesign, LLC","Emerson, Thomson & Bennett, LLC",100.0
24278,"Greenblum and Bernstein, PLC","GREENBLUM & BERNSTEIN, P.L.C.",100.0
24280,Leydig Voit &mayer LTD,"Leydig, Voit & Mayer, Ltd.",100.0
24281,Michael Best,Michael Best & Friedrich LLP,100.0
24284,"Sheppard Mullin Richter & Hampton, LLC",Sheppard Mullin Richter & Hampton LLP,100.0
24288,Baker Botts LLP,Baker Botts L.L.P.,100.0
24291,"MRG IP LAW, P.A. DBA Mueting Raasch Group",Mueting Raasch Group,100.0
24305,"Muirhead & Saturnelli, LLC","Muirhead and Saturnelli, LLC",100.0
24306,Buchanan Ingersolls & Rooney PC,Buchanan Ingersoll & Rooney PC,98.03921568627452
24315,Snell & Wilmer L.L.P.,SNELL & WILMER L.L.P.,100.0
24343,"Wolf Greenfield & Sacks, P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
24352,"Muncy, Geissler, Olds & Lowe, PLLC","Muncy, Geissler, Olds & Lowe, P.C.",100.0
24357,"Banner & Witcoff, LTD","Banner & Witcoff, Ltd.",100.0
24365,Morrison and Foerster,Morrison & Foerster LLP,100.0
24394,Eversheds Sutherland,Eversheds Sutherland (US) LLP,100.0
24398,Wilmer Hale,Wilmer Cutler Pickering Hale and Dorr LLP,100.0
24401,Birch Stewart Kolasch and Birch LLP,"Birch, Stewart, Kolasch & Birch, LLP",100.0
24412,Buchanan Ingersoll & Rooney,Buchanan Ingersoll & Rooney PC,100.0
24414,Cantor Colburn LLP,CANTOR COLBURN LLP,100.0
24416,"Morgan, Lewis & Bockius, LLP","Morgan, Lewis & Bockius LLP",100.0
24418,Baker & Hostetler LLP,BakerHostetler,100.0
24420,"Amin, Turocy & Watson LLP","Amin, Turocy & Watson, LLP",100.0
24422,"Myers, Bigel, Sibley & Sajovec, P.A.","Myers Bigel, P.A.",100.0
24432,"Schmelser, Olsen & Watts LLP","Schmeiser, Olsen & Watts LLP",95.23809523809524
24435,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
24442,"McAndrews Held & Malloy, Ltd","McAndrews, Held & Malloy, Ltd.",100.0
24453,Goodwin Procter,Goodwin Procter LLP,100.0
24464,Nicholson De Vos Webster & Elliott LLP,NICHOLSON DE VOS WEBSTER & ELLIOTT LLP,100.0
24468,Andrews Kurth LLP,Hunton Andrews Kurth LLP,100.0
24473,"K & L Gates, LLP K&L Gates Center",K&L Gates LLP,100.0
24477,Morrison Foerster,Morrison & Foerster LLP,100.0
24496,"Leydig, Voit and Mayer LTD","Leydig, Voit & Mayer, Ltd.",100.0
24503,"Osha Bergman Watanabe & Burton, LLP",Osha Bergman Watanabe & Burton LLP,100.0
24514,Birch Stewart Kolasch and Birch LLP,"Birch, Stewart, Kolasch & Birch, LLP",100.0
24524,"Leydig, Voit & Mayer, LTD","Leydig, Voit & Mayer, Ltd.",100.0
24540,"Greenblum & Bernstein, PLC","GREENBLUM & BERNSTEIN, P.L.C.",100.0
24542,Finnegan Henderson Farabow Garrett & Dunner LLP,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
24544,Finnegan Henderson Farabow Garrett & Dunner LLP,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
24547,Haverstock & Owens LLP,"Haverstock & Owens, A Law Corporation",100.0
24555,"Fitch, Even,Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",97.95918367346938
24562,"Greer, Burns & Crain, Ltd","Greer, Burns & Crain, Ltd.",100.0
24569,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
24576,"Foley & Lardner, LLP",Foley & Lardner LLP,100.0
24596,"Brownstein, Hyatt, Farber and Schreck","Brownstein Hyatt Farber Schreck, LLP",100.0
24598,"Stites and Harbison, PLLC","Stites & Harbison, PLLC",100.0
24604,"OBLON, MCCLELLAND, MAIER & NEUSTADT, L.L.P. OBLON, MCCLELLAND, MAIER & NEUSTADT, L.L.P.","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
24616,WILSON SONSINI GOODRICH & ROSATI,Wilson Sonsini Goodrich & Rosati,100.0
24635,"Birch Stewart Kolasch & Birch, LLP","Birch, Stewart, Kolasch & Birch, LLP",100.0
24639,Dority Manning,"Dority & Manning, P.A.",100.0
24645,DLA Piper,DLA Piper LLP (US),100.0
24652,Schwegman Lundberg & Woessner PA,"Schwegman Lundberg & Woessner, P.A.",100.0
24658,"Sterne, Kessler, Goldstein & Fox","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
24661,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
24668,Amin Turocy & Watson,"Amin, Turocy & Watson, LLP",100.0
24670,Morgan Lewis Morgan Lewis,"Morgan, Lewis & Bockius LLP",100.0
24678,Squire Patton Boggs (US) LLP,SQUIRE PATTON BOGGS (US) LLP,100.0
24681,"Pillsbury Winthrop Shaw Pittman, LLP",Pillsbury Winthrop Shaw Pittman LLP,100.0
24689,"Schwegman, Lundberg, & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
24699,Knobbe Martens Olson and Bear,"Knobbe, Martens, Olson & Bear, LLP",100.0
24704,"Snell & Wilmer, LLP",SNELL & WILMER L.L.P.,100.0
24711,LEASON ELLIS LLP,Leason Ellis LLP,100.0
24717,Robinson & Cole,Robinson + Cole LLP,100.0
24747,"Calfee, Halter & Griswold","Calfee, Halter & Griswold LLP",100.0
24749,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
